subject	session	mapping	run	trial_nr	gaze_dispersion	n_samples	frac_valid
01	2	cdf	8	163	27.306641185359428	1184	1.0
01	2	cdf	8	164	41.056533685113926	1068	1.0
01	2	cdf	8	165	43.74070111691368	1159	1.0
01	2	cdf	8	166	41.19090893741029	951	1.0
01	2	cdf	8	167	51.33274857463169	1226	1.0
01	2	cdf	8	168	55.23560360226765	901	1.0
01	2	cdf	8	169	53.30066237903772	859	1.0
01	2	cdf	8	170	37.522379146219734	751	1.0
01	2	cdf	8	171	51.022902641848134	793	1.0
01	2	cdf	8	172	105.76581056921053	1226	0.9469820554649266
01	2	cdf	8	173	34.73385516996832	1294	1.0
01	2	cdf	8	174	55.21996141538074	1092	1.0
01	2	cdf	8	175	32.45404331021193	1059	1.0
01	2	cdf	8	176	50.381900657786304	1042	1.0
01	2	cdf	8	177	72.23118346192041	954	1.0
01	2	cdf	8	178	49.41228998901164	1034	1.0
01	2	cdf	8	179	99.86836467769264	1134	0.937389770723104
01	2	cdf	8	180	56.921953624259864	1001	1.0
01	2	cdf	8	181	38.9930731178946	834	1.0
01	2	cdf	8	182	49.13513047297716	1009	1.0
01	2	cdf	8	183	43.458993224663026	692	1.0
01	2	cdf	8	184	45.324547465940654	976	1.0
02	1	cdf	1	1	114.34676760250971	1501	0.447035309793471
02	1	cdf	1	2	27.002445760410634	559	0.21645796064400716
02	1	cdf	1	3	53.728035783650355	709	0.7306064880112835
02	1	cdf	1	4	62.87216165586262	892	0.9517937219730942
02	1	cdf	1	5	78.30318365213795	767	0.9960886571056062
02	1	cdf	1	6	35.569658578992744	917	0.9945474372955289
02	1	cdf	1	7	59.12001570480362	909	0.858085808580858
02	1	cdf	1	8	39.44732234849172	1260	0.919047619047619
02	1	cdf	1	9	29.632352846854065	1500	0.8946666666666667
02	1	cdf	1	10	60.8212173297389	850	0.9764705882352941
02	1	cdf	1	11	77.42038187512743	1001	0.9760239760239761
02	1	cdf	1	12	82.54735439942662	986	0.5537525354969574
02	1	cdf	1	13	47.538502710209514	767	0.81877444589309
02	1	cdf	1	14	61.8675768970154	843	0.9134045077105575
02	1	cdf	1	15	71.48828651805809	769	0.8361508452535761
02	1	cdf	1	16	28.675803766631695	885	0.8022598870056498
02	1	cdf	1	17	32.07089456802349	634	0.9716088328075709
02	1	cdf	1	18	41.36430971562659	909	0.8690869086908691
02	1	cdf	1	19	51.69523574606304	859	0.8544819557625145
02	1	cdf	1	20	119.58038586234369	609	0.9326765188834154
02	1	cdf	1	21	31.56273760342395	809	0.896168108776267
02	1	cdf	1	22	43.727352642464446	893	0.9630459126539753
02	1	cdf	1	23	33.83449342784287	759	0.9960474308300395
02	1	cdf	2	24	60.711013342782586	834	0.6270983213429256
