subject	mapping	beh_precision	neu_precision	measure
15	pooled (both mappings)	-1.9804479636957697	0.14260452191486675	Signal-voxel frac. (V1, vonmises.cv>null)
16	pooled (both mappings)	-2.9353213007494334	0.0867780429594272	Signal-voxel frac. (V1, vonmises.cv>null)
17	pooled (both mappings)	-3.3517979288659894	0.1665893271461717	Signal-voxel frac. (V1, vonmises.cv>null)
19	pooled (both mappings)	-1.5504198772162168	0.21453252032520326	Signal-voxel frac. (V1, vonmises.cv>null)
20	pooled (both mappings)	-1.1760348452861802	0.11673014942865514	Signal-voxel frac. (V1, vonmises.cv>null)
21	pooled (both mappings)	-4.462555562021315	0.19275069955098587	Signal-voxel frac. (V1, vonmises.cv>null)
03	cdf	-2.704812924978159	0.5139011818521515	Decoded-true fidelity, orientation (V1)
03	inverse_cdf	-3.3945696900348272	0.5370084649249846	Decoded-true fidelity, orientation (V1)
04	cdf	-1.230173379137391	0.6208183154553261	Decoded-true fidelity, orientation (V1)
04	inverse_cdf	-2.422996882532993	0.5495579943221319	Decoded-true fidelity, orientation (V1)
05	cdf	-0.8493328798777774	0.6871495911491686	Decoded-true fidelity, orientation (V1)
05	inverse_cdf	-2.1066992709406382	0.5931940572188015	Decoded-true fidelity, orientation (V1)
06	cdf	-1.228688663270917	0.8213993070344777	Decoded-true fidelity, orientation (V1)
06	inverse_cdf	-1.9062856366768777	0.9211773782232642	Decoded-true fidelity, orientation (V1)
07	cdf	-1.0203131243344008	0.5811721815319811	Decoded-true fidelity, orientation (V1)
07	inverse_cdf	-3.275806632099808	0.516592699086322	Decoded-true fidelity, orientation (V1)
08	cdf	-2.4197495905877577	0.5794049137762831	Decoded-true fidelity, orientation (V1)
08	inverse_cdf	-3.8189080213408118	0.5153276863683018	Decoded-true fidelity, orientation (V1)
09	cdf	-1.6859383049443344	0.7435542001149847	Decoded-true fidelity, orientation (V1)
09	inverse_cdf	-2.878971631265456	0.6504900426711917	Decoded-true fidelity, orientation (V1)
10	cdf	-1.8232434680284115	0.43639192601867466	Decoded-true fidelity, orientation (V1)
10	inverse_cdf	-3.151716137846687	0.4720014100697841	Decoded-true fidelity, orientation (V1)
11	cdf	-0.9957783817875138	0.5827929547993095	Decoded-true fidelity, orientation (V1)
11	inverse_cdf	-2.3169739978026307	0.5706507277113345	Decoded-true fidelity, orientation (V1)
12	cdf	-0.8645373290209057	0.6652501023307651	Decoded-true fidelity, orientation (V1)
12	inverse_cdf	-1.8541047678273352	0.6765147490265907	Decoded-true fidelity, orientation (V1)
13	cdf	-0.6912043692046025	0.1932229059936177	Decoded-true fidelity, orientation (V1)
13	inverse_cdf	-2.13972173212058	0.3468639666023033	Decoded-true fidelity, orientation (V1)
14	cdf	-0.7965163562093526	0.4696971796433017	Decoded-true fidelity, orientation (V1)
14	inverse_cdf	-1.3038324212742478	0.3598703127599105	Decoded-true fidelity, orientation (V1)
15	cdf	-1.0901908551644528	0.2875046612191891	Decoded-true fidelity, orientation (V1)
15	inverse_cdf	-2.8707050722270866	0.3157078754836189	Decoded-true fidelity, orientation (V1)
16	cdf	-2.6549764284822546	0.35210212903424276	Decoded-true fidelity, orientation (V1)
16	inverse_cdf	-3.215666173016612	0.3227895797467889	Decoded-true fidelity, orientation (V1)
17	cdf	-2.0350359555850313	0.3752533687063361	Decoded-true fidelity, orientation (V1)
17	inverse_cdf	-4.6685599021469475	0.4663355424454955	Decoded-true fidelity, orientation (V1)
18	cdf	-1.0332891982229269	0.2645193126694917	Decoded-true fidelity, orientation (V1)
18	inverse_cdf	-2.3528703737496506	0.3396138320482423	Decoded-true fidelity, orientation (V1)
19	cdf	-1.2724968261814402	0.14804365902515623	Decoded-true fidelity, orientation (V1)
19	inverse_cdf	-1.8283429282509935	0.6796830360622986	Decoded-true fidelity, orientation (V1)
20	cdf	-0.9998269714139149	0.31464210979751606	Decoded-true fidelity, orientation (V1)
20	inverse_cdf	-1.3522427191584454	0.3515173075703046	Decoded-true fidelity, orientation (V1)
21	cdf	-3.3120223178796246	0.18972807699132982	Decoded-true fidelity, orientation (V1)
21	inverse_cdf	-5.613088806163005	0.36700802654767495	Decoded-true fidelity, orientation (V1)
22	cdf	-3.186450979698611	0.22255435509940882	Decoded-true fidelity, orientation (V1)
22	inverse_cdf	-3.8488444452398896	0.29040915387191674	Decoded-true fidelity, orientation (V1)
23	cdf	-2.722880188951058	0.1458152181843291	Decoded-true fidelity, orientation (V1)
23	inverse_cdf	-4.834198165112219	0.08910467017937602	Decoded-true fidelity, orientation (V1)
24	cdf	-1.2745486634094858	0.7034183262801147	Decoded-true fidelity, orientation (V1)
24	inverse_cdf	-1.2802209160356424	0.708677516626508	Decoded-true fidelity, orientation (V1)
03	pooled (both mappings)	-3.0496913075064933	0.5254548233885681	Decoded-true fidelity, orientation (V1)
04	pooled (both mappings)	-1.826585130835192	0.585188154888729	Decoded-true fidelity, orientation (V1)
05	pooled (both mappings)	-1.4780160754092078	0.6401718241839851	Decoded-true fidelity, orientation (V1)
06	pooled (both mappings)	-1.5674871499738974	0.8712883426288709	Decoded-true fidelity, orientation (V1)
07	pooled (both mappings)	-2.1480598782171043	0.5488824403091516	Decoded-true fidelity, orientation (V1)
08	pooled (both mappings)	-3.119328805964285	0.5473663000722925	Decoded-true fidelity, orientation (V1)
09	pooled (both mappings)	-2.2824549681048953	0.6970221213930883	Decoded-true fidelity, orientation (V1)
10	pooled (both mappings)	-2.4874798029375493	0.45419666804422937	Decoded-true fidelity, orientation (V1)
11	pooled (both mappings)	-1.6563761897950722	0.576721841255322	Decoded-true fidelity, orientation (V1)
12	pooled (both mappings)	-1.3593210484241205	0.6708824256786778	Decoded-true fidelity, orientation (V1)
13	pooled (both mappings)	-1.4154630506625911	0.27004343629796046	Decoded-true fidelity, orientation (V1)
14	pooled (both mappings)	-1.0501743887418002	0.4147837462016061	Decoded-true fidelity, orientation (V1)
15	pooled (both mappings)	-1.9804479636957697	0.301606268351404	Decoded-true fidelity, orientation (V1)
16	pooled (both mappings)	-2.9353213007494334	0.33744585439051583	Decoded-true fidelity, orientation (V1)
17	pooled (both mappings)	-3.3517979288659894	0.42079445557591577	Decoded-true fidelity, orientation (V1)
18	pooled (both mappings)	-1.6930797859862887	0.302066572358867	Decoded-true fidelity, orientation (V1)
19	pooled (both mappings)	-1.5504198772162168	0.41386334754372744	Decoded-true fidelity, orientation (V1)
20	pooled (both mappings)	-1.1760348452861802	0.33307970868391035	Decoded-true fidelity, orientation (V1)
21	pooled (both mappings)	-4.462555562021315	0.2783680517695024	Decoded-true fidelity, orientation (V1)
22	pooled (both mappings)	-3.51764771246925	0.2564817544856628	Decoded-true fidelity, orientation (V1)
23	pooled (both mappings)	-3.7785391770316386	0.11745994418185257	Decoded-true fidelity, orientation (V1)
24	pooled (both mappings)	-1.277384789722564	0.7060479214533113	Decoded-true fidelity, orientation (V1)
